imagen,id,nombres
8mp_020620_10_39_09_415508.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_11_605109.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_12_609649.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_13_698516.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_10_39_21_471834.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_24_981353.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_28_530717.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_29_484541.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_30_346420.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_31_169508.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_33_143545.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_34_140159.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_40_198665.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_42_190160.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_43_916936.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_44_691906.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_45_643795.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_46_450345.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_47_226285.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_48_216365.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_48_970953.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_51_848091.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_52_596104.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_53_867053.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_55_380791.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_39_59_756849.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_00_729449.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_01_650771.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_02_380134.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_03_423986.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_15_157994.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_18_065034.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_22_614259.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_23_578589.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_24_492287.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_25_227537.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_26_324923.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_27_132171.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_29_068545.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_30_077259.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_32_956449.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_56_738244.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_40_58_047710.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_00_218344.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_01_188686.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_01_930956.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_02_916563.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_03_952626.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_04_691373.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_05_786256.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_12_665743.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_14_891215.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_15_711563.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_16_910178.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_20_542838.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_21_545815.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_22_283098.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_23_336572.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_26_367398.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_27_144010.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_40_298770.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_41_246739.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_10_41_42_210993.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_43_018269.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_44_141096.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_45_167386.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_45_970688.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_41_50_005450.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_06_134562.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_07_128592.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_09_129591.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_11_320476.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_12_334053.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_14_260965.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_17_968306.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_18_725453.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_19_755790.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_20_560521.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_21_371394.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_22_406942.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_23_423078.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_25_435545.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_26_238180.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_28_238930.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_29_824932.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_33_159723.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_34_176304.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_34_961039.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_35_691631.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_36_760326.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_37_765844.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_39_484402.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_46_340759.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_49_661885.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_51_272408.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_55_821274.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_56_778298.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_57_511499.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_58_550060.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_42_59_602872.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_00_607179.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_01_468354.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_02_265484.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_05_023324.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_07_153706.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_09_873314.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_11_436498.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_13_611667.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_14_367599.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_44_319458.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_45_955605.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_43_51_837949.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_12_417211.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_20_268958.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_21_188396.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_22_965149.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_23_769627.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_29_402844.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_30_439474.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_32_685680.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_34_122583.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_36_569833.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_37_592242.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_38_398241.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_39_177043.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_40_210360.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_41_217768.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_42_928906.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_44_799935.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_45_806958.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_46_937634.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_49_380948.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_53_111562.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_54_089821.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_54_826263.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_55_862736.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_56_654984.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_58_343232.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_44_59_156901.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_01_048283.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_02_257743.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_03_268465.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_05_185914.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_06_746087.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_09_073310.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_13_734541.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_14_521341.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_16_508051.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_17_522571.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_27_409617.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_10_45_28_060204.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_10_45_41_500502.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_43_762598.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_45_285562.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_47_546608.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_48_589709.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_50_490212.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_51_274951.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_52_361032.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_53_175161.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_55_065007.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_55_854320.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_56_586419.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_57_560988.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_45_59_672868.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_01_124274.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_04_183427.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_05_193300.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_09_452743.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_11_861297.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_13_156842.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_14_851823.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_17_044452.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_19_726710.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_20_501564.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_21_361873.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_25_094686.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_25_898064.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_31_547789.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_33_675317.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_36_002272.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_37_010619.jpg,Parthenocissus inserta (A.Kern.) Fritsch,"['False Virginia-creeper', 'Woodbine', 'Grape Woodbine']"
8mp_020620_10_46_37_743529.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
8mp_020620_10_46_39_489407.jpg,Parthenocissus quinquefolia (L.) Planch.,"['Virginia creeper', 'Poision ivy', 'Five-leaf-ivy']"
